Date,D0,Value
2017-03,8J,-0.25112659
2017-03,9J,-0.16881378
2017-03,10J,-0.10043115
2017-03,20J,0.21832699
2017-03,30J,0.32546639
2017-04,1J,-0.63740533
2017-04,2J,-0.77175968
2017-04,3J,-0.79238143
2017-04,4J,-0.71177586
2017-04,5J,-0.58899028
2017-04,6J,-0.46162059
2017-04,7J,-0.34616591
2017-04,8J,-0.24731394
2017-04,9J,-0.16454951
2017-04,10J,-0.09559647
2017-04,20J,0.22705499
2017-04,30J,0.33561501
